都道府県,データ配信元,報告日時,地域名,予報日時,天気,風,波
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,中越,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,南西の風　後　北西の風,１メートル　後　０．５メートル
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,上越,2022-05-13T17:00:00+09:00,雨,北の風　後　南の風,０．５メートル
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,上越,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり,西の風　海上　では　西の風　やや強く,０．５メートル　後　１メートル
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,上越,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,南の風　後　北の風,１メートル　後　０．５メートル
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,佐渡,2022-05-13T17:00:00+09:00,雨,東の風,０．５メートル
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,佐渡,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり,西の風　後　やや強く,０．５メートル　後　１．５メートル
新潟,新潟地方気象台,2022-05-13T17:00:00+09:00,佐渡,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,南西の風　後　西の風,１．５メートル　後　１メートル
富山,富山地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨,北の風,０．５メートル
富山,富山地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり,南西の風　後　西の風　東部北　では　西の風　やや強く,０．５メートル　後　１メートル
富山,富山地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,１メートル　後　０．５メートル
富山,富山地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨,北の風,０．５メートル
富山,富山地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり,西の風,０．５メートル
富山,富山地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,南西の風　後　北の風,０．５メートル
石川,金沢地方気象台,2022-05-13T17:00:00+09:00,加賀,2022-05-13T17:00:00+09:00,雨,東の風,０．５メートル
石川,金沢地方気象台,2022-05-13T17:00:00+09:00,加賀,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり　後　晴れ,西の風,０．５メートル　後　１メートル
石川,金沢地方気象台,2022-05-13T17:00:00+09:00,加賀,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,東の風　後　北西の風,０．５メートル
石川,金沢地方気象台,2022-05-13T17:00:00+09:00,能登,2022-05-13T17:00:00+09:00,雨,北東の風　後　南の風,０．５メートル
石川,金沢地方気象台,2022-05-13T17:00:00+09:00,能登,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり　後　晴れ,西の風　海上　では　北西の風　やや強く,０．５メートル　後　１メートル
石川,金沢地方気象台,2022-05-13T17:00:00+09:00,能登,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　西の風,１メートル　後　０．５メートル
福井,福井地方気象台,2022-05-13T17:00:00+09:00,嶺北,2022-05-13T17:00:00+09:00,雨,南の風,０．５メートル
福井,福井地方気象台,2022-05-13T17:00:00+09:00,嶺北,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり,西の風　後　北西の風,０．５メートル　後　１メートル
福井,福井地方気象台,2022-05-13T17:00:00+09:00,嶺北,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,０．５メートル
福井,福井地方気象台,2022-05-13T17:00:00+09:00,嶺南,2022-05-13T17:00:00+09:00,雨,南の風,０．５メートル
福井,福井地方気象台,2022-05-13T17:00:00+09:00,嶺南,2022-05-14T00:00:00+09:00,雨　昼過ぎ　から　くもり,北西の風,０．５メートル　後　１メートル
福井,福井地方気象台,2022-05-13T17:00:00+09:00,嶺南,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,０．５メートル
山梨,甲府地方気象台,2022-05-13T17:00:00+09:00,中・西部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南西の風,
山梨,甲府地方気象台,2022-05-13T17:00:00+09:00,中・西部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　所により　明け方　まで　雷を伴い　激しく　降る,南西の風　後　北西の風,
山梨,甲府地方気象台,2022-05-13T17:00:00+09:00,中・西部,2022-05-15T00:00:00+09:00,くもり,北西の風　後　南西の風,
山梨,甲府地方気象台,2022-05-13T17:00:00+09:00,東部・富士五湖,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風,
山梨,甲府地方気象台,2022-05-13T17:00:00+09:00,東部・富士五湖,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　所により　明け方　まで　雷を伴い　激しく　降る,西の風　後　南東の風,
山梨,甲府地方気象台,2022-05-13T17:00:00+09:00,東部・富士五湖,2022-05-15T00:00:00+09:00,くもり,南東の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨,南の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,北の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-13T17:00:00+09:00,雨　佐久地域　では　霧,南の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,南の風　後　北の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　明け方　まで　雷を伴い　激しく　降る,南の風　後　北の風,
長野,長野地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,南の風,
岐阜,岐阜地方気象台,2022-05-13T17:00:00+09:00,美濃地方,2022-05-13T17:00:00+09:00,雨　所により　夜遅く　雷を伴い　激しく　降る,南の風,
岐阜,岐阜地方気象台,2022-05-13T17:00:00+09:00,美濃地方,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,北西の風　後　西の風,
岐阜,岐阜地方気象台,2022-05-13T17:00:00+09:00,美濃地方,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,西の風,
岐阜,岐阜地方気象台,2022-05-13T17:00:00+09:00,飛騨地方,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,南の風,
岐阜,岐阜地方気象台,2022-05-13T17:00:00+09:00,飛騨地方,2022-05-14T00:00:00+09:00,くもり　明け方　まで　雨　所により　雷　を伴う,北の風,
岐阜,岐阜地方気象台,2022-05-13T17:00:00+09:00,飛騨地方,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　北西の風,
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風　後　南西の風　やや強く　海上　では　後　南西の風　強く,２．５メートル　後　３メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　朝　まで　雷を伴い　激しく　降る,南西の風　やや強く　後　西の風　やや強く　海上　では　南西の風　強く,３メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-15T00:00:00+09:00,くもり,西の風　後　南の風,２．５メートル　後　１．５メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風　後　南西の風　やや強く　海上　では　後　南西の風　強く,２．５メートル　後　３メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　朝　まで　雷を伴い　激しく　降る,南西の風　やや強く　後　西の風　やや強く　海上　では　南西の風　強く,３メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,西の風　後　東の風,２．５メートル　後　１．５メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風　後　南西の風　やや強く,１．５メートル　後　２メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　朝　まで　雷を伴い　激しく　降る,南西の風　やや強く　後　西の風,２メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,くもり,東の風　後　南東の風,１メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,伊豆,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風　後　南西の風　やや強く　海上　では　後　南西の風　強く,２．５メートル　後　３メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,伊豆,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　朝　まで　雷を伴い　激しく　降る,南西の風　やや強く　後　西の風　海上　では　南西の風　強く,３メートル
静岡,静岡地方気象台,2022-05-13T17:00:00+09:00,伊豆,2022-05-15T00:00:00+09:00,くもり,東の風　やや強く,２．５メートル　後　１．５メートル
愛知,名古屋地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南の風,１メートル　後　１．５メートル
愛知,名古屋地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,北西の風　海上　では　北西の風　やや強く,１．５メートル　後　１メートル
愛知,名古屋地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北西の風,１メートル　後　０．５メートル
愛知,名古屋地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南の風　東三河南部　では　南西の風　強く,２．５メートル　後　３メートル　ただし　内海　では　１メートル　後　１．５メートル
愛知,名古屋地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,南の風　後　西の風　やや強く　東三河南部　では　はじめ　南西の風　強く,３メートル　後　２メートル　ただし　内海　では　１．５メートル　後　１メートル
愛知,名古屋地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,西の風,２メートル　後　１．５メートル　ただし　内海　では　１メートル　後　０．５メートル
三重,津地方気象台,2022-05-13T17:00:00+09:00,北中部,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,西の風,０．５メートル　後　１メートル
三重,津地方気象台,2022-05-13T17:00:00+09:00,北中部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,西の風　日中　北西の風　海上　では　北西の風　やや強く,１メートル　後　０．５メートル
三重,津地方気象台,2022-05-13T17:00:00+09:00,北中部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,西の風　後　北西の風,０．５メートル
三重,津地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,南の風　海上　では　南西の風　強く,２．５メートル　後　３メートル
三重,津地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,北の風　海上　では　はじめ　南西の風　強く,３メートル　後　２メートル
三重,津地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１．５メートル
滋賀,彦根地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風,
滋賀,彦根地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　未明　雷を伴い　激しく　降る,北西の風,
滋賀,彦根地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　北の風,
滋賀,彦根地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,西の風,
滋賀,彦根地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　明け方　まで　雷　を伴う,北西の風,
滋賀,彦根地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　北の風,
京都,京都地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,西の風,
京都,京都地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　未明　雷を伴い　激しく　降る,北西の風,
京都,京都地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,
京都,京都地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,西の風,０．５メートル
京都,京都地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　明け方　まで　雷　を伴う,北西の風　海上　では　はじめ　北西の風　やや強く,１メートル
京都,京都地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,０．５メートル
大阪,大阪管区気象台,2022-05-13T17:00:00+09:00,大阪府,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南西の風　後　やや強く,０．５メートル　後　１メートル
大阪,大阪管区気象台,2022-05-13T17:00:00+09:00,大阪府,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,南西の風　やや強く　後　北西の風,１メートル　後　０．５メートル
大阪,大阪管区気象台,2022-05-13T17:00:00+09:00,大阪府,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　南西の風,０．５メートル
兵庫,神戸地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　雷を伴い　激しく　降る,南西の風　やや強く　海上　では　南西の風　強く,１メートル　後　１．５メートル　ただし　淡路島南部　では　１．５メートル　後　２メートル
兵庫,神戸地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷を伴い　激しく　降る,南西の風　やや強く　後　北東の風　海上　では　はじめ　南西の風　強く,１．５メートル　後　０．５メートル　ただし　淡路島南部　では　２メートル　後　１メートル
兵庫,神戸地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　南西の風,０．５メートル
兵庫,神戸地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,北西の風　後　南の風,０．５メートル
兵庫,神戸地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷　を伴う,北の風　海上　では　北西の風　やや強く,１メートル
兵庫,神戸地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,０．５メートル
奈良,奈良地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,北西の風　後　南の風,
奈良,奈良地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　未明　雷を伴い　激しく　降る,北西の風　後　北の風,
奈良,奈良地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,東の風　後　西の風,
奈良,奈良地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南の風　後　南西の風,
奈良,奈良地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,雨　昼前　から　くもり　後　晴れ　所により　明け方　まで　雷を伴い　激しく　降る,南の風　後　北の風,
奈良,奈良地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,南の風,
和歌山,和歌山地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　所により　雷を伴い　激しく　降る,南の風　やや強く　海上　では　南の風　強く,２メートル　後　３メートル
和歌山,和歌山地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　未明　雷を伴い　激しく　降る,南の風　やや強く　後　北の風　海上　では　はじめ　南の風　強く,３メートル　後　１．５メートル
和歌山,和歌山地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　北西の風,１．５メートル　後　１メートル
和歌山,和歌山地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　夜遅く　雷を伴い　非常に　激しく　降る,南西の風　やや強く　海上　では　南西の風　強く,２．５メートル　後　３メートル
和歌山,和歌山地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　未明　雷を伴い　非常に　激しく　降る,南西の風　やや強く　後　西の風　やや強く　海上　では　南西の風　強く,３メートル
和歌山,和歌山地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北西の風　後　西の風,２メートル　後　１．５メートル
鳥取,鳥取地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨,北西の風,０．５メートル
鳥取,鳥取地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,北西の風　後　北の風,１メートル
鳥取,鳥取地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風,１メートル
鳥取,鳥取地方気象台,2022-05-13T17:00:00+09:00,中・西部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風　後　西の風,０．５メートル
鳥取,鳥取地方気象台,2022-05-13T17:00:00+09:00,中・西部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,北西の風　後　北の風,１メートル
鳥取,鳥取地方気象台,2022-05-13T17:00:00+09:00,中・西部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨　夜　くもり,北の風　後　西の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,西の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　西の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨　夜　くもり,北東の風　後　北の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,北の風　後　南西の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,隠岐,2022-05-13T17:00:00+09:00,雨　夜　くもり,東の風　後　北西の風,１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,隠岐,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　明け方　雨,北西の風　後　西の風,１．５メートル　後　１メートル
島根,松江地方気象台,2022-05-13T17:00:00+09:00,隠岐,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　西の風,１メートル
岡山,岡山地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨,南東の風　後　東の風,０．５メートル
岡山,岡山地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　昼過ぎ　から　晴れ,北西の風　後　北の風,０．５メートル
岡山,岡山地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,０．５メートル
岡山,岡山地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨,南の風　後　東の風,
岡山,岡山地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　明け方　まで　雨,北西の風,
岡山,岡山地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,西の風　後　北の風,
広島,広島地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風,０．５メートル
広島,広島地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ,北の風,０．５メートル
広島,広島地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,０．５メートル
広島,広島地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北西の風,
広島,広島地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ,北西の風,
広島,広島地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,西の風　後　北西の風,
山口,下関地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風,１．５メートル　ただし　瀬戸内側　では　０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　西の風　下関　では　後　北西の風　やや強く,１．５メートル　ただし　瀬戸内側　では　０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風,１．５メートル　後　１メートル　ただし　瀬戸内側　では　０．５メートル
