都道府県,データ配信元,報告日時,地域名,予報日時,天気,風,波
山口,下関地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,東の風　後　北の風,０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北西の風,０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　北の風,０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,南東の風　後　西の風,０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,西の風　日中　南の風　柳井・光　では　北西の風　やや強く,０．５メートル　後　１メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,南の風,０．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北東の風,１．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　海上　では　後　北西の風　やや強く,１．５メートル
山口,下関地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１．５メートル　後　１メートル
徳島,徳島地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　所により　夜遅く　雷を伴い　激しく　降る,北の風　後　南の風　やや強く,１メートル　後　２．５メートル
徳島,徳島地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　雷　を伴う,南の風　やや強く　後　北の風,２．５メートル　後　１メートル
徳島,徳島地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,晴れ,北の風　後　北東の風,１メートル
徳島,徳島地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　所により　雷を伴い　激しく　降る,西の風　後　南の風　やや強く　海上　では　南の風　強く,２．５メートル　後　３メートル
徳島,徳島地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　未明　雷を伴い　激しく　降る,南の風　やや強く　後　北西の風　海上　では　はじめ　南の風　強く,３メートル　後　１．５メートル
徳島,徳島地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　北東の風,１．５メートル
香川,高松地方気象台,2022-05-13T17:00:00+09:00,香川県,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,北東の風　後　北西の風,０．５メートル
香川,高松地方気象台,2022-05-13T17:00:00+09:00,香川県,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨,西の風,０．５メートル
香川,高松地方気象台,2022-05-13T17:00:00+09:00,香川県,2022-05-15T00:00:00+09:00,晴れ,北の風　後　北東の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,中予,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,西の風　後　北東の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,中予,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨,南西の風　日中　北西の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,中予,2022-05-15T00:00:00+09:00,晴れ,北西の風　後　北東の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,東予,2022-05-13T17:00:00+09:00,雨　所により　雷　を伴う,北の風　後　東の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,東予,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨,西の風　後　南東の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,東予,2022-05-15T00:00:00+09:00,晴れ,北東の風　後　北西の風,０．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,南予,2022-05-13T17:00:00+09:00,雨　南予南部　では　夜のはじめ頃　まで　雷を伴い　激しく　降る,北西の風　後　北東の風　やや強く,１．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,南予,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨,北西の風　やや強く　後　西の風,１．５メートル
愛媛,松山地方気象台,2022-05-13T17:00:00+09:00,南予,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北西の風　後　西の風,１メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-13T17:00:00+09:00,雨　所により　雷を伴い　激しく　降る,南西の風　やや強く　海上　では　南西の風　強く,３メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨　所により　明け方　まで　雷　を伴う,南西の風　やや強く　後　西の風　海上　では　はじめ　南西の風　強く,３メートル　後　１．５メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　南東の風,１．５メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　非常に　激しく　降る,南西の風　やや強く　海上　では　南西の風　強く,３メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨　所により　未明　雷を伴い　激しく　降る,南西の風　やや強く　後　東の風　海上　では　はじめ　南西の風　強く,３メートル　後　１．５メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,東部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北東の風　後　西の風,１．５メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨　所により　夜のはじめ頃　まで　雷を伴い　非常に　激しく　降る,南西の風　やや強く　海上　では　南西の風　強く,３メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨　所により　明け方　まで　雷　を伴う,南西の風　やや強く　後　西の風　海上　では　はじめ　南西の風　強く,３メートル　後　１．５メートル
高知,高知地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　西の風,１．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,福岡地方,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風,１．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,福岡地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風,１．５メートル　後　１メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,福岡地方,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,北九州地方,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風,１．５メートル　ただし　瀬戸内側　では　０．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,北九州地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風,１．５メートル　後　１メートル　ただし　瀬戸内側　では　０．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,北九州地方,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北西の風,１メートル　ただし　瀬戸内側　では　０．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,筑豊地方,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風,
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,筑豊地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風,
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,筑豊地方,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,筑後地方,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風,０．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,筑後地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風,０．５メートル
福岡,福岡管区気象台,2022-05-13T17:00:00+09:00,筑後地方,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,０．５メートル
佐賀,佐賀地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　夜　くもり,北西の風,０．５メートル
佐賀,佐賀地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風,０．５メートル
佐賀,佐賀地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,０．５メートル
佐賀,佐賀地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　夜　くもり,北の風,１．５メートル
佐賀,佐賀地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風,１メートル
佐賀,佐賀地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　夜　くもり,北の風　海上　では　北の風　やや強く,１メートル　後　１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風　海上　では　北の風　やや強く,１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　西の風,１．５メートル　後　１メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　夜　くもり,北の風　海上　では　北の風　やや強く,１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風　平戸・松浦地区　では　後　北西の風　やや強く,１メートル　後　１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　北西の風,１．５メートル　後　１メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,壱岐・対馬,2022-05-13T17:00:00+09:00,くもり　所により　雨,北の風　海上　では　北の風　やや強く,１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,壱岐・対馬,2022-05-14T00:00:00+09:00,晴れ　明け方　まで　くもり　所により　雨,北の風　後　北西の風　海上　では　後　南西の風　やや強く,１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,壱岐・対馬,2022-05-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１．５メートル　後　１メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,五島,2022-05-13T17:00:00+09:00,雨　夜　くもり,北の風　海上　では　北の風　やや強く,１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,五島,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風　海上　では　北の風　やや強く,１．５メートル
長崎,長崎地方気象台,2022-05-13T17:00:00+09:00,五島,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１．５メートル　後　１メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,熊本地方,2022-05-13T17:00:00+09:00,雨,東の風　後　北の風,０．５メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,熊本地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,北の風　後　北西の風,０．５メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,熊本地方,2022-05-15T00:00:00+09:00,くもり,北西の風　後　西の風,０．５メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,阿蘇地方,2022-05-13T17:00:00+09:00,雨,南西の風,
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,阿蘇地方,2022-05-14T00:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　朝　まで　雨,北の風　後　西の風,
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,阿蘇地方,2022-05-15T00:00:00+09:00,くもり,西の風,
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,天草・芦北地方,2022-05-13T17:00:00+09:00,雨,西の風,１メートル　ただし　芦北地方　では　０．５メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,天草・芦北地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　明け方　まで　雨,北の風　後　西の風　天草地方　では　北の風　やや強く,１メートル　後　１．５メートル　ただし　芦北地方　では　０．５メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,天草・芦北地方,2022-05-15T00:00:00+09:00,くもり,東の風　後　西の風,１メートル　ただし　芦北地方　では　０．５メートル
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,球磨地方,2022-05-13T17:00:00+09:00,雨,西の風,
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,球磨地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝　まで　雨,西の風,
熊本,熊本地方気象台,2022-05-13T17:00:00+09:00,球磨地方,2022-05-15T00:00:00+09:00,くもり,西の風,
大分,大分地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風　海上　では　後　北西の風　やや強く,０．５メートル　後　１メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　明け方　まで　雨,北の風　海上　では　北西の風　やや強く,１．５メートル　後　１メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,中部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１メートル　後　０．５メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北西の風　後　西の風,０．５メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　明け方　まで　雨,西の風　海上　では　西の風　やや強く,１メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,北部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,０．５メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,西の風,
大分,大分地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　明け方　まで　雨,西の風,
大分,大分地方気象台,2022-05-13T17:00:00+09:00,西部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,
大分,大分地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり,北の風　海上　では　後　北西の風　やや強く,１．５メートル　後　２メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ,北の風　海上　では　北西の風　やや強く,２メートル　後　１．５メートル
大分,大分地方気象台,2022-05-13T17:00:00+09:00,南部,2022-05-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１．５メートル　後　１メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,南部平野部,2022-05-13T17:00:00+09:00,雨　所により　夜のはじめ頃　まで　雷　を伴う,南西の風　やや強く　後　西の風　海上　では　南西の風　強く,２メートル　後　２．５メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,南部平野部,2022-05-14T00:00:00+09:00,くもり　昼前　から　時々　晴れ　所により　未明　雨,西の風　後　東の風,２．５メートル　後　１．５メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,南部平野部,2022-05-15T00:00:00+09:00,くもり,北の風　後　北東の風,１メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,北部平野部,2022-05-13T17:00:00+09:00,雨　所により　夜のはじめ頃　まで　雷　を伴う,東の風　後　西の風　海上　では　南西の風　やや強く,２メートル　後　２．５メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,北部平野部,2022-05-14T00:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　未明　雨,西の風　後　北東の風　海上　では　北西の風　やや強く,２．５メートル　後　１．５メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,北部平野部,2022-05-15T00:00:00+09:00,くもり,北の風　後　北東の風,１メートル
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,南部山沿い,2022-05-13T17:00:00+09:00,雨　所により　夜のはじめ頃　まで　雷　を伴う,南西の風　後　北の風,
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,南部山沿い,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　未明　雨,南の風,
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,南部山沿い,2022-05-15T00:00:00+09:00,くもり,北の風　後　北東の風,
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,北部山沿い,2022-05-13T17:00:00+09:00,雨　夜遅く　くもり　所により　夜のはじめ頃　まで　雷　を伴う,西の風　後　北の風,
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,北部山沿い,2022-05-14T00:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　未明　雨,北の風　後　西の風,
宮崎,宮崎地方気象台,2022-05-13T17:00:00+09:00,北部山沿い,2022-05-15T00:00:00+09:00,くもり,北の風　後　北東の風,
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,薩摩地方,2022-05-13T17:00:00+09:00,雨　所により　夕方　雷を伴い　激しく　降る,北東の風　後　北西の風　海上　では　北東の風　やや強く,２メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,薩摩地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　未明　雨,北西の風　海上　では　はじめ　北西の風　やや強く,１．５メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,薩摩地方,2022-05-15T00:00:00+09:00,くもり,北の風　後　北東の風,１メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,大隅地方,2022-05-13T17:00:00+09:00,雨　肝属　では　夕方　雷を伴い　激しく　降る,南西の風　海上　では　南西の風　やや強く,２．５メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,大隅地方,2022-05-14T00:00:00+09:00,くもり　昼前　から　晴れ　所により　朝晩　雨,北西の風,２メートル　後　１．５メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,大隅地方,2022-05-15T00:00:00+09:00,くもり,北の風　後　北東の風,１メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,種子島・屋久島地方,2022-05-13T17:00:00+09:00,雨　所により　夜のはじめ頃　まで　雷を伴い　激しく　降る,南西の風　強く,２．５メートル　後　３メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,種子島・屋久島地方,2022-05-14T00:00:00+09:00,くもり　後　晴れ　未明　雨,北西の風　はじめ　やや強く,２．５メートル　後　１．５メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,種子島・屋久島地方,2022-05-15T00:00:00+09:00,くもり,北西の風　後　北東の風,１．５メートル　後　１メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,奄美地方,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　激しく　降る,南西の風　強く,２．５メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,奄美地方,2022-05-14T00:00:00+09:00,雨　昼前　から　夕方　くもり　所により　朝　まで　雷　を伴う,南西の風　やや強く　後　北の風,２．５メートル　後　１メートル　ただし　十島村　では　２．５メートル　後　１．５メートル
鹿児島,鹿児島地方気象台,2022-05-13T17:00:00+09:00,奄美地方,2022-05-15T00:00:00+09:00,くもり　時々　雨,北の風　後　北東の風,１．５メートル　後　２メートル　ただし　十島村　では　１．５メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,本島中南部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　非常に　激しく　降る,南西の風　やや強く,２メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,本島中南部,2022-05-14T00:00:00+09:00,雨　所により　明け方　まで　雷を伴い　非常に　激しく　降る,南西の風　やや強く　後　北の風　やや強く,２メートル　後　１．５メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,本島中南部,2022-05-15T00:00:00+09:00,くもり　時々　雨,北東の風　やや強く,２メートル　後　２．５メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,本島北部,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　非常に　激しく　降る,南西の風　やや強く,２メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,本島北部,2022-05-14T00:00:00+09:00,雨　所により　明け方　まで　雷を伴い　非常に　激しく　降る,南西の風　やや強く　後　北の風　やや強く,２メートル　後　１．５メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,本島北部,2022-05-15T00:00:00+09:00,くもり　時々　雨,北東の風　やや強く,２メートル　後　２．５メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,久米島,2022-05-13T17:00:00+09:00,雨　所により　夜　雷を伴い　非常に　激しく　降る,南西の風　やや強く,２メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,久米島,2022-05-14T00:00:00+09:00,雨　所により　未明　雷を伴い　非常に　激しく　降る,北の風　やや強く,２メートル　後　１．５メートル
沖縄県,沖縄気象台,2022-05-13T17:00:00+09:00,久米島,2022-05-15T00:00:00+09:00,くもり　時々　雨,北東の風　やや強く,２メートル　後　２．５メートル
沖縄県,石垣島地方気象台,2022-05-13T17:00:00+09:00,石垣島地方,2022-05-13T17:00:00+09:00,くもり　夜　雨　所により　夜遅く　雷を伴い　激しく　降る,南西の風　やや強く　後　北の風　やや強く,２．５メートル
沖縄県,石垣島地方気象台,2022-05-13T17:00:00+09:00,石垣島地方,2022-05-14T00:00:00+09:00,雨　昼前　から　時々　くもり　所により　未明　雷を伴い　激しく　降る,北東の風　はじめ　やや強く,２．５メートル　後　２メートル
沖縄県,石垣島地方気象台,2022-05-13T17:00:00+09:00,石垣島地方,2022-05-15T00:00:00+09:00,くもり　時々　雨,北東の風　後　やや強く,２メートル　後　２．５メートル
沖縄県,石垣島地方気象台,2022-05-13T17:00:00+09:00,与那国島地方,2022-05-13T17:00:00+09:00,くもり　夜　雨　所により　雷　を伴う,南西の風　やや強く　後　北の風　やや強く,２メートル
沖縄県,石垣島地方気象台,2022-05-13T17:00:00+09:00,与那国島地方,2022-05-14T00:00:00+09:00,雨　時々　くもり　所により　夕方　まで　雷　を伴う,北東の風　はじめ　やや強く,２メートル
沖縄県,石垣島地方気象台,2022-05-13T17:00:00+09:00,与那国島地方,2022-05-15T00:00:00+09:00,くもり　時々　雨,北東の風　後　やや強く,２メートル　後　２．５メートル
